model,normalized_action_l1,front_half_l1,back_half_l1,degradation_ratio
act_B,0.5498804722944842,0.5322112990543246,0.6596814159191016,1.2395103544236583
act_ABC,0.45467294848900375,0.43672255519777536,0.5585028998779528,1.2788505957175205
